iter	Passed	Remaining
1667	49891	9930
1668	49920	9900
1669	49949	9870
1670	49982	9841
1671	50012	9810
1672	50041	9780
1673	50072	9751
1674	50103	9721
1675	50132	9691
1676	50161	9661
1677	50190	9631
1678	50221	9601
1679	50249	9571
1680	50275	9540
1681	50302	9510
1682	50327	9479
1683	50356	9449
1684	50383	9418
1685	50408	9388
1686	50433	9357
1687	50459	9326
1688	50486	9296
1689	50513	9265
1690	50543	9235
1691	50572	9205
1692	50600	9175
1693	50627	9145
1694	50653	9114
1695	50681	9084
1696	50707	9053
1697	50734	9023
1698	50761	8993
1699	50789	8962
1700	50818	8932
1701	50845	8902
1702	50871	8871
1703	50898	8841
1704	50924	8810
1705	50949	8780
1706	50973	8749
1707	50998	8718
1708	51026	8688
1709	51052	8658
1710	51080	8627
1711	51108	8597
1712	51134	8567
1713	51161	8536
1714	51192	8507
1715	51222	8477
1716	51252	8447
1717	51282	8417
1718	51312	8387
1719	51343	8358
1720	51374	8328
1721	51407	8299
1722	51440	8269
1723	51469	8239
1724	51498	8209
1725	51529	8180
1726	51559	8150
1727	51588	8120
1728	51618	8090
1729	51653	8061
1730	51683	8031
1731	51712	8001
1732	51739	7971
1733	51764	7940
1734	51790	7910
1735	51818	7880
1736	51844	7849
1737	51872	7819
1738	51902	7789
1739	51930	7759
1740	51956	7729
1741	51981	7698
1742	52007	7668
1743	52034	7638
1744	52059	7607
1745	52085	7577
1746	52111	7546
1747	52139	7516
1748	52166	7486
1749	52191	7455
1750	52215	7425
1751	52240	7394
1752	52268	7364
1753	52295	7334
1754	52320	7304
1755	52346	7273
1756	52371	7243
1757	52396	7212
1758	52420	7182
1759	52447	7151
1760	52469	7121
1761	52496	7090
1762	52522	7060
1763	52548	7030
1764	52573	6999
1765	52600	6969
1766	52626	6939
1767	52653	6909
1768	52680	6879
1769	52716	6850
1770	52748	6820
1771	52785	6791
1772	52854	6767
1773	52915	6741
1774	52959	6713
1775	52987	6683
1776	53014	6652
1777	53043	6623
1778	53069	6592
1779	53093	6562
1780	53120	6531
1781	53146	6501
1782	53169	6470
1783	53195	6440
1784	53222	6410
1785	53258	6381
1786	53292	6352
1787	53337	6324
1788	53369	6294
1789	53399	6264
1790	53430	6235
1791	53477	6207
1792	53519	6178
1793	53592	6153
1794	53627	6124
1795	53666	6095
1796	53702	6066
1797	53734	6036
1798	53763	6006
1799	53791	5976
1800	53820	5946
1801	53848	5916
1802	53879	5887
1803	53911	5857
1804	53950	5828
1805	53989	5799
1806	54017	5769
1807	54044	5739
1808	54073	5709
1809	54102	5679
1810	54133	5649
1811	54166	5619
1812	54198	5590
1813	54232	5560
1814	54264	5531
1815	54297	5501
1816	54326	5471
1817	54355	5441
1818	54386	5411
1819	54414	5381
1820	54441	5351
1821	54470	5321
1822	54498	5291
1823	54529	5261
1824	54557	5231
1825	54591	5202
1826	54625	5172
1827	54655	5142
1828	54682	5112
1829	54711	5082
1830	54736	5052
1831	54766	5022
1832	54794	4992
1833	54820	4961
1834	54848	4931
1835	54877	4901
1836	54901	4871
1837	54930	4841
1838	54958	4811
1839	54985	4781
1840	55016	4751
1841	55044	4721
1842	55073	4691
1843	55101	4661
1844	55128	4631
1845	55161	4601
1846	55191	4571
1847	55228	4542
1848	55260	4512
1849	55292	4483
1850	55323	4453
1851	55357	4423
1852	55384	4393
1853	55410	4363
1854	55444	4333
1855	55490	4305
1856	55527	4275
1857	55555	4245
1858	55583	4215
1859	55613	4185
1860	55644	4156
1861	55676	4126
1862	55708	4096
1863	55742	4067
1864	55777	4037
1865	55810	4007
1866	55844	3978
1867	55877	3948
1868	55908	3918
1869	55945	3889
1870	55981	3859
1871	56014	3830
1872	56046	3800
1873	56076	3770
1874	56106	3740
1875	56136	3710
1876	56164	3680
1877	56191	3650
1878	56218	3620
1879	56244	3590
1880	56270	3559
1881	56297	3529
1882	56324	3499
1883	56351	3469
1884	56379	3439
1885	56404	3409
1886	56432	3379
1887	56456	3349
1888	56487	3319
1889	56518	3289
1890	56545	3259
1891	56570	3229
1892	56596	3199
1893	56620	3168
1894	56651	3139
1895	56678	3108
1896	56704	3078
1897	56732	3048
1898	56760	3018
1899	56784	2988
1900	56811	2958
1901	56838	2928
1902	56865	2898
1903	56894	2868
1904	56918	2838
1905	56946	2808
1906	56972	2778
1907	57000	2748
1908	57027	2718
1909	57052	2688
1910	57083	2658
1911	57114	2628
1912	57145	2598
1913	57175	2569
1914	57207	2539
1915	57239	2509
1916	57271	2479
1917	57302	2449
1918	57332	2419
1919	57366	2390
1920	57399	2360
1921	57429	2330
1922	57463	2300
1923	57494	2271
1924	57525	2241
1925	57555	2211
1926	57579	2181
1927	57608	2151
1928	57637	2121
1929	57668	2091
1930	57697	2061
1931	57726	2031
1932	57754	2001
1933	57781	1971
1934	57811	1941
1935	57841	1912
1936	57869	1882
1937	57899	1852
1938	57931	1822
1939	57957	1792
1940	57984	1762
1941	58011	1732
1942	58042	1702
1943	58069	1672
1944	58093	1642
1945	58119	1612
1946	58144	1582
1947	58170	1552
1948	58197	1522
1949	58224	1492
1950	58251	1462
1951	58279	1433
1952	58305	1403
1953	58330	1373
1954	58355	1343
1955	58381	1313
1956	58406	1283
1957	58435	1253
1958	58467	1223
1959	58507	1194
1960	58543	1164
1961	58573	1134
1962	58605	1104
1963	58633	1074
1964	58664	1044
1965	58695	1015
1966	58726	985
1967	58757	955
1968	58784	925
1969	58811	895
1970	58836	865
1971	58862	835
1972	58885	805
1973	58911	775
1974	58936	746
1975	58961	716
1976	58987	686
1977	59014	656
1978	59040	626
1979	59065	596
1980	59094	566
1981	59126	536
1982	59164	507
1983	59203	477
1984	59243	447
1985	59274	417
1986	59301	387
1987	59331	358
1988	59361	328
1989	59388	298
1990	59415	268
1991	59444	238
1992	59478	208
1993	59511	179
1994	59544	149
1995	59574	119
1996	59602	89
1997	59628	59
1998	59657	29
1999	59682	0
